"name","nsmi_code","uuid","parent_uuid"
"Family Reunification","1832460","f2888cd7-f3c7-4e51-90d1-43c293f98efd","69b9a26a-1f2a-4bd3-8f40-3b58bdcc2bff"
"Other Reentry","1832499","17756344-87ba-4476-945c-00ed0286690e","69b9a26a-1f2a-4bd3-8f40-3b58bdcc2bff"
"Pending Case","1832470","90e56bd6-31c6-470b-8199-707ed6f0c4d9","69b9a26a-1f2a-4bd3-8f40-3b58bdcc2bff"
"Prepare for Incarceration","1832480","8ce8cb37-c22c-4810-b603-da1ed6f37342","69b9a26a-1f2a-4bd3-8f40-3b58bdcc2bff"
"Release","1832490","b51886f2-ce7f-4c7d-aaa2-ab8802a0ef42","69b9a26a-1f2a-4bd3-8f40-3b58bdcc2bff"
"Serving Time","1832415","8d589515-d2b8-454a-ba9e-7159a1a1018a","69b9a26a-1f2a-4bd3-8f40-3b58bdcc2bff"
"Rehabilitative Programs","1830900","c4eda3f1-9396-4bbb-a878-9e4f406bff31","5b2e5826-febb-49e1-bf7f-78d685473d89"
"Religious Practices","1831000","9629c68a-44b4-4534-a2dc-1526ce635da3","5b2e5826-febb-49e1-bf7f-78d685473d89"
"Security and Control of Prisoners","1830300","bf31a3dd-692c-4ae5-bb84-df54eb8a0da1","5b2e5826-febb-49e1-bf7f-78d685473d89"
"Disciplinary Procedures","1830301","a348ccb1-2cea-4a48-bf77-da666f39b68d","bf31a3dd-692c-4ae5-bb84-df54eb8a0da1"
"Excessive Force","1832600","b614aff0-6a44-4e9e-96b1-a6a5732a9413","bf31a3dd-692c-4ae5-bb84-df54eb8a0da1"
"Lockdowns","1830302","ad5800e9-ff03-491c-9874-f271cfa730c9","bf31a3dd-692c-4ae5-bb84-df54eb8a0da1"
"Other Security and Control of Prisoners","1830399","7a79a968-697e-422b-9e35-df5c81bc3634","bf31a3dd-692c-4ae5-bb84-df54eb8a0da1"
"Protection from Inmate Assault","1832500","641653a2-805f-45d5-9515-702b27b30b98","bf31a3dd-692c-4ae5-bb84-df54eb8a0da1"
"Work Programs/Work Release","1831100","e41b39ff-7598-4083-952a-483a729025dd","5b2e5826-febb-49e1-bf7f-78d685473d89"
"Billing Practices","1070100","e70abee6-83eb-41f6-8a16-915a5960aefa","49b7193e-bb44-4e1a-9636-8b1cc083429a"
"Deferred Payment","1070101","52f4e902-839c-49f2-89e7-5d9eb8c1c008","e70abee6-83eb-41f6-8a16-915a5960aefa"
"Other Billing Practices","1070199","e22abec0-630a-4829-a8db-2739b5dfc1ef","e70abee6-83eb-41f6-8a16-915a5960aefa"
"Payment Plans","1070102","8272bff0-5010-401b-ab6d-168ed9c95c90","e70abee6-83eb-41f6-8a16-915a5960aefa"
"Demand for Deposit","1070200","64119882-c3ce-4739-86e1-da4581d3063c","49b7193e-bb44-4e1a-9636-8b1cc083429a"
"Electric","1070300","9b5c9a10-fd86-4e77-b56a-fd4751716cf3","49b7193e-bb44-4e1a-9636-8b1cc083429a"
"Energy (Non-Public Utility)","1091000","ac591220-a90a-41a0-8d81-70b60e59781c","49b7193e-bb44-4e1a-9636-8b1cc083429a"
"Energy Assistance","1070400","ca96c31d-3111-423c-8298-a92e1fee2298","49b7193e-bb44-4e1a-9636-8b1cc083429a"
"Gas","1070500","aefc212b-2dce-4333-a55c-991532d56db6","49b7193e-bb44-4e1a-9636-8b1cc083429a"
"Lifeline Services","1070600","331e3ae0-bc85-4f4e-a98f-b327b9de14cf","49b7193e-bb44-4e1a-9636-8b1cc083429a"
"Other Public Utilities-Energy","1070099","ce8aec27-e705-4f88-b76f-1ad30e6c4dac","49b7193e-bb44-4e1a-9636-8b1cc083429a"
"Reconnections","1070700","d6a469ca-af11-48a5-91b3-a62aedf58fbc","49b7193e-bb44-4e1a-9636-8b1cc083429a"
"Telephone","1070900","dd607f12-6429-40cc-87f9-b9956bddd9fd","49b7193e-bb44-4e1a-9636-8b1cc083429a"
"Termination of Utility Service","1070800","0a2ec4d6-2b91-499c-b225-2234a5ff82a4","49b7193e-bb44-4e1a-9636-8b1cc083429a"
"Utility Rates","1071000","153ea7c9-7e6e-4978-ba34-d309cbae97cc","49b7193e-bb44-4e1a-9636-8b1cc083429a"
"Weatherization","1071100","1928ca82-dd8c-406b-b766-d8e5986047b6","49b7193e-bb44-4e1a-9636-8b1cc083429a"
"Rural Issues","2110000","eb3d74b5-eee4-4c9a-87da-2b3493e5a544",""
"Credit Issues for Farmers","2110800","5e845560-89d6-43f9-ba06-40b3b9a23864","eb3d74b5-eee4-4c9a-87da-2b3493e5a544"
"Factory Hog Farms","2110700","92a7c61d-655f-442d-8625-3446bef303b6","eb3d74b5-eee4-4c9a-87da-2b3493e5a544"
"Farm Disaster Assistance","2110500","99b61cb4-3ff3-4e86-8c35-e1065975acc4","eb3d74b5-eee4-4c9a-87da-2b3493e5a544"
"Farm Loan Programs","2110100","8801edda-1a89-4aaf-8434-53873cbf6180","eb3d74b5-eee4-4c9a-87da-2b3493e5a544"
"Other Rural Isssues","2110099","4aa6a142-0eb8-4d95-8a8c-231238542815","eb3d74b5-eee4-4c9a-87da-2b3493e5a544"
"Poultry Growers' Rights","2110600","8883dd40-8e93-47c6-86e3-66f5cefa1ff3","eb3d74b5-eee4-4c9a-87da-2b3493e5a544"
"Preservation of Farms","2110200","f535af2d-5e85-44ef-9768-b903875e0ae7","eb3d74b5-eee4-4c9a-87da-2b3493e5a544"
"Race Discrimination in Agriculture","2110300","06428f5b-9440-4cd4-b011-b0029cf821c1","eb3d74b5-eee4-4c9a-87da-2b3493e5a544"
"Sustainable Agriculture","2110400","8498c02d-63c7-4c3f-bce5-c0b1e399e9da","eb3d74b5-eee4-4c9a-87da-2b3493e5a544"
"Senior Citizens","2120000","e149a8b2-d40d-48f9-acb4-5e89d400d7d5",""
"Discrimination","2120100","abbe33e8-3534-4dc7-b20f-ccad2ebe721a","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Funeral/burial issues","2120200","fcc1e786-e7d9-4283-9f1b-94b087d93785","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Guardianship","1330000","993102f8-db17-48c9-9d9b-333f400a6beb","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Home Equity Conversion/Reverse Mortgage","1620600","5c272bd7-f68f-4d4f-b536-22079501140e","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Insurance Scams","1030805","7e3187a4-00de-48f3-999b-c665d4a9a4cc","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Nursing homes","1560110","6215324d-f2bb-4abb-9e5a-92a8770f7c45","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Board and Care/Assisted living facilities","1560110","f160445a-4d71-4556-805c-0b416ca91f64","6215324d-f2bb-4abb-9e5a-92a8770f7c45"
"Discharge/Transfer","1560120","64422aa3-8b7e-47f4-bcc3-4fa8efff37df","6215324d-f2bb-4abb-9e5a-92a8770f7c45"
"Licensing","1560130","6423af42-b64f-42fd-b62c-eb9e1675bb23","6215324d-f2bb-4abb-9e5a-92a8770f7c45"
"Other Nursing Homes","1560199","89eeb159-8117-4651-9e49-dc43e4e74b76","6215324d-f2bb-4abb-9e5a-92a8770f7c45"
"Quality of Care","1560150","9caba82c-b285-44a2-94db-9150d549da42","6215324d-f2bb-4abb-9e5a-92a8770f7c45"
"Qui Tam","1560160","880ea9f1-3bc8-4e47-a86d-2916c7ea625b","6215324d-f2bb-4abb-9e5a-92a8770f7c45"
"Other Senior Citizens","2120099","3da3f1cf-8bb1-447a-9f46-b1b7f084bd4b","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Pensions","1250200","87ebf721-4049-477f-aaa5-8efcbeb9d43f","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Eligibility","1250210","c7b96819-daa5-4dfe-b0ed-1f482e9d2d4a","87ebf721-4049-477f-aaa5-8efcbeb9d43f"
"Fiduciary Duty","1250220","5e11d349-a1a9-4ef0-97a5-31ad3196bf86","87ebf721-4049-477f-aaa5-8efcbeb9d43f"
"Other Pensions","1250299","66edc490-da52-4d78-925e-5675eb301b01","87ebf721-4049-477f-aaa5-8efcbeb9d43f"
"Railroad Retirement","1250230","04a2c4aa-2526-4774-9a36-782f5655e04a","87ebf721-4049-477f-aaa5-8efcbeb9d43f"
"Vesting","1250240","32e82d31-b6ea-4bd5-8d98-d59dbc6b090e","87ebf721-4049-477f-aaa5-8efcbeb9d43f"
"Power of Attorney/Advanced Directive","1960000","1ed76659-8456-47ed-8d56-b41fd8f7d843","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Predatory Lending","1060300","55ddf5f2-d0da-4c24-a1dc-800c73036f68","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Prescription Drug Programs","1592500","c394def1-ade0-429a-9103-358b80379fba","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Probate","1950800","09cea989-3278-4588-8596-d41835e3d85e","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Property Tax Credits","1620500","00d53e70-1bbe-4d8a-9d5d-122d61ee3078","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Supplemental Security Income (SSI)","1750000","5ef5d617-9685-49ed-8138-f4a08649f9e7","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Truth in Lending Act","1060500","e979f79a-e872-47bc-a93b-0599bf3de7b2","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Veterans benefits","1770300","38814c29-b612-4549-ab82-4424d24ab9c1","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Vulnerable Adults","2120300","af62056f-7444-466b-b610-cd3017f260a1","e149a8b2-d40d-48f9-acb4-5e89d400d7d5"
"Small Business","2230000","48e35a5b-3aca-4a1c-8a30-e40956c30c2d",""
"Finances","2230200","1b2d17b6-11e5-4477-af14-3a7837e9c8e3","48e35a5b-3aca-4a1c-8a30-e40956c30c2d"
"Incorporation/Dissolution","2230100","bccd2f61-1cf6-4861-8606-d286b6815e9c","48e35a5b-3aca-4a1c-8a30-e40956c30c2d"
"Other Small Business","2230500","adae0115-17e8-4b5b-9a31-a37b90a2cfe7","48e35a5b-3aca-4a1c-8a30-e40956c30c2d"
"Starting a Small Business","2230300","83ab0dae-5f2e-42cd-9e64-42d70478977c","48e35a5b-3aca-4a1c-8a30-e40956c30c2d"
"Taxes","2230400","f0594131-c371-4b50-abdf-a55638265d19","48e35a5b-3aca-4a1c-8a30-e40956c30c2d"
"Social Security","1720000","8c5887bc-5f8d-4e07-8f6f-28cffe89f2d5",""
"Beneficiaries","1720200","8f8041ff-de9f-49da-9b85-a4eade7d09e6","8c5887bc-5f8d-4e07-8f6f-28cffe89f2d5"
"Children's Insurance","1720300","1bf9b266-f9f1-4b82-a1e3-b0e83eeedc9e","8c5887bc-5f8d-4e07-8f6f-28cffe89f2d5"
"Eligibility","1720400","d120d7dd-7ca0-4ea0-96b8-dc08be4bb1fc","8c5887bc-5f8d-4e07-8f6f-28cffe89f2d5"
"Evidence","1720500","48820b48-4250-4ade-a240-42976b2bed50","8c5887bc-5f8d-4e07-8f6f-28cffe89f2d5"
"Hearings","1720100","1a94dd20-408b-4a98-ac96-0f6c7cfbc90c","8c5887bc-5f8d-4e07-8f6f-28cffe89f2d5"
"Appeals Council","1720120","15f06579-b728-48ef-8b4d-62106cca9dc6","1a94dd20-408b-4a98-ac96-0f6c7cfbc90c"
"Court","1720130","042d74ec-a886-454e-81b5-11a3a8891a54","1a94dd20-408b-4a98-ac96-0f6c7cfbc90c"
"Hearing stage","1720140","ff05498f-a1a4-471f-905e-e4e80fff6d4f","1a94dd20-408b-4a98-ac96-0f6c7cfbc90c"
"Other Hearings","1720099","b2c13c41-45cc-4826-94de-6a08ec3fac31","1a94dd20-408b-4a98-ac96-0f6c7cfbc90c"
"Reconsideration","1720160","208dc942-47ef-4dfc-a4d6-82a49db6d97a","1a94dd20-408b-4a98-ac96-0f6c7cfbc90c"
"Vocational Experts","1720170","c87f2caf-6839-4310-8411-a54bc23cebf1","1a94dd20-408b-4a98-ac96-0f6c7cfbc90c"
"Immigrant Eligibility","1720700","71acbe90-feba-4fc3-9d60-45a474b202b4","8c5887bc-5f8d-4e07-8f6f-28cffe89f2d5"
"Other Social Security","1720099","992d8181-3f9d-4442-9863-4d85fbca63bb","8c5887bc-5f8d-4e07-8f6f-28cffe89f2d5"
"Overpayments/Recoupment","1720800","d7e2451f-3bf3-4b92-a920-9c90493b05ac","8c5887bc-5f8d-4e07-8f6f-28cffe89f2d5"
"Retirement Benefits","1720900","99884100-49c3-4e68-8dd0-b87a3b3736ce","8c5887bc-5f8d-4e07-8f6f-28cffe89f2d5"
"Sanctions for False and Misleading Statements","1721000","324c2a93-ee69-4fc4-bc16-1ca052dabdc9","8c5887bc-5f8d-4e07-8f6f-28cffe89f2d5"
"Survivor Benefits","1721100","14011d5a-9dba-445f-b577-f4225e216461","8c5887bc-5f8d-4e07-8f6f-28cffe89f2d5"
"Widow/Spouse Benefits","1721200","f1df51e1-4ac4-4882-b510-753cd72d58e0","8c5887bc-5f8d-4e07-8f6f-28cffe89f2d5"
"Social Security Disability Benefits","1740000","38a0b8c2-82c7-497e-8bd7-436e66718062",""
"Alcoholism/Substance Abuse","1740200","86a5b438-f499-4eb8-ae1d-abc672373c5f","38a0b8c2-82c7-497e-8bd7-436e66718062"
"Disabilities (Physical/Mental)","1740300","ae372562-627e-4e90-8264-533ede9637be","38a0b8c2-82c7-497e-8bd7-436e66718062"
"Hearings","1740500","28b077aa-57f1-427d-b690-c4effca3e0ec","38a0b8c2-82c7-497e-8bd7-436e66718062"
"Appeals Council","1740503","0e208187-1628-4453-bf7f-1714738097d8","28b077aa-57f1-427d-b690-c4effca3e0ec"
"Court","1740504","2db1a414-c39d-4299-bab3-d4986449774b","28b077aa-57f1-427d-b690-c4effca3e0ec"
"Hearing stage","1740501","63ec3b21-16a8-4aba-82a5-1650239f08a3","28b077aa-57f1-427d-b690-c4effca3e0ec"
"Other Hearings","1740599","d47a0d68-d565-4d27-8397-04b5194a372b","28b077aa-57f1-427d-b690-c4effca3e0ec"
"Reconsideration","1740502","e21e47d4-86f4-4e15-9431-a7dde16789e2","28b077aa-57f1-427d-b690-c4effca3e0ec"
"Vocational Experts","1740505","f4b1aa50-58ec-469b-9f29-054949bb8e06","28b077aa-57f1-427d-b690-c4effca3e0ec"
"Medical-Vocational Guidelines","1740400","5e4f63ba-857e-4338-9d2b-0bcbe15e0cb7","38a0b8c2-82c7-497e-8bd7-436e66718062"
"Other Social Security Disability Benefits","1740099","b31e4602-502c-44f7-9525-739da64134bb","38a0b8c2-82c7-497e-8bd7-436e66718062"
"Overpayments/Recoupment","1741400","085373d6-e1f1-4474-bd99-e1a595452faa","38a0b8c2-82c7-497e-8bd7-436e66718062"
"Representative Payees","1740600","fff38f56-71a0-4ef7-a587-d47dbc9de556","38a0b8c2-82c7-497e-8bd7-436e66718062"
"Sanctions for False and Misleading Statements","1740700","15fba491-6d41-40b0-ab1e-d257a2638477","38a0b8c2-82c7-497e-8bd7-436e66718062"
"Severity of Impairment","1740800","acf55d13-960a-48e7-9d1c-2bebfc7e9fae","38a0b8c2-82c7-497e-8bd7-436e66718062"
"Subjective Pain","1740900","c691b63f-ebf9-4b78-a92c-3d0209e473fb","38a0b8c2-82c7-497e-8bd7-436e66718062"
"Substantial Gainful Activity/Trial Work","1741000","6e5d556d-7aeb-4708-8868-ff3f9a747edb","38a0b8c2-82c7-497e-8bd7-436e66718062"
"Terminations","1741100","fdbb7838-8e44-4be7-a2cb-051446c04cf1","38a0b8c2-82c7-497e-8bd7-436e66718062"
"Ticket to Work","1741200","173f9a84-45fa-4c10-9e6f-570cd22426c0","38a0b8c2-82c7-497e-8bd7-436e66718062"
"State and Local Welfare","1780000","efb9a3cc-c31b-41f2-9047-330046f94499",""
"General Assistance","1780100","f32a20fa-1a3b-4d6f-b370-11ac3edfac84","efb9a3cc-c31b-41f2-9047-330046f94499"
"Other State and Local Welfare","1780099","4ef4e9fc-f2c4-4ead-96fd-59665a39752a","efb9a3cc-c31b-41f2-9047-330046f94499"
"Public Benefits for the Disabled","1780300","ce006941-4b62-4b92-a91d-15424b44a664","efb9a3cc-c31b-41f2-9047-330046f94499"
"State funded cash assistance","1780200","282adff1-cdbb-4d4d-bc37-79647076b8cf","efb9a3cc-c31b-41f2-9047-330046f94499"
"Supplemental Security Income","1750000","f7634046-05d1-4b69-9dc7-a2e8facc60fd",""
"Adult SSI","1750200","7e11ffba-8ad7-42bb-ae21-1883032c5f35","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Appeals","1750201","b50dda44-09b2-4f14-8653-c6308d4a73b6","7e11ffba-8ad7-42bb-ae21-1883032c5f35"
"Eligibility","1750202","27d9e454-b77e-4ec2-a279-333a880cb83d","7e11ffba-8ad7-42bb-ae21-1883032c5f35"
"Other Adult","1750299","6a902df0-3422-425c-baaa-48c0dad8f9be","7e11ffba-8ad7-42bb-ae21-1883032c5f35"
"Termination","1750203","f51aaebe-8450-493d-ae26-988da762360c","7e11ffba-8ad7-42bb-ae21-1883032c5f35"
"Alcoholism/Substance Abuse","1750400","b4d9a51e-4068-45a3-aa66-42409a26e6ab","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Assets","1750500","e57b2bab-4f2a-41d4-b0f9-1fb9510bc2f8","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Beneficiaries","1750600","7831c1a4-098d-49cf-a52f-ef3a7675fc6a","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Contract for Continued Benefits","1750700","580185af-add5-446e-90fd-adb80db19d2c","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Disabilities (Physical/Mental)","1751900","2b6088ab-4a16-44d7-8218-5233df8b88ea","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Fleeing Felons","1752000","500bf79c-a943-4140-9517-40716b8428f4","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Good Cause","1752100","dc082b58-ecc4-46a5-bca9-a9ba0473060c","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Hearings","1750100","4ecf217f-7357-4adc-8e8e-c3fd87775e36","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Appeals Council","1750110","68c5ae4b-0f4c-43a7-9a88-35bfe6f62e1b","4ecf217f-7357-4adc-8e8e-c3fd87775e36"
"Court","1750120","ba860854-b0fd-4bb0-8a96-dbbcec753f7e","4ecf217f-7357-4adc-8e8e-c3fd87775e36"
"Hearing stage","1750130","16532406-4c3c-43da-a226-13e9ed930f00","4ecf217f-7357-4adc-8e8e-c3fd87775e36"
"Other Hearings","1750140","1eff40de-0dc1-4b43-b710-43bb1df1315a","4ecf217f-7357-4adc-8e8e-c3fd87775e36"
"Reconsideration","1750150","e9209cc8-244b-4c57-b48d-f78064822e60","4ecf217f-7357-4adc-8e8e-c3fd87775e36"
"Vocational Experts","1750160","bc308692-7639-4d55-8c16-35602ba0d645","4ecf217f-7357-4adc-8e8e-c3fd87775e36"
"Immigrant Eligibility","1750900","56586b28-e866-475f-a358-55d27ad8dfa5","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Income Requirements","1750800","acd9b28a-b07a-4948-8291-e31be9c97114","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Medical-Vocational Guidelines","1751000","a2841ec9-2150-43d3-8b9c-29b4c4dd11c1","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Minor SSI","1750300","320d6c96-dc74-4176-94c3-520735d41c0d","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Appeals","1750301","5b7db75a-3ef5-4618-ab60-2d55ddd2d21b","320d6c96-dc74-4176-94c3-520735d41c0d"
"Eligibility","1750302","5ca01bea-e1da-4eb6-9bb3-afd6ac2d6d1d","320d6c96-dc74-4176-94c3-520735d41c0d"
"Other Minor","1750399","17a2fae7-682b-40bf-b324-57bd0357773a","320d6c96-dc74-4176-94c3-520735d41c0d"
"Termination","1750303","14676eee-c5bc-4c0e-9539-d3cf3bcfb9d1","320d6c96-dc74-4176-94c3-520735d41c0d"
"Other SSI","1750099","00f60015-8ee1-4a11-9912-926f82a67a0e","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Reasonable Accommodation","1752200","467470a0-fca2-48fe-82d7-ab8781fa3fa5","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Representative Payees","1751100","095f55cc-0f82-48ce-a482-f7d9aaa117ab","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Severity of Impairment","1751200","52fb7185-615f-4492-8773-bb5fd8fabb8b","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Subjective Pain","1751500","ec45b981-b6d4-4417-a0ac-3d36527e832e","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Terminations","1751600","c01f2759-1bab-41e4-86ae-2243492737fa","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"Transfer Penalties","1751700","baf1ce10-0f2a-4043-8549-968beb214c29","f7634046-05d1-4b69-9dc7-a2e8facc60fd"
"TANF","1710000","99e542b6-1231-430b-96a5-0c612edcba57",""
"Applications","1710300","9e81dd72-f52b-4631-ad17-37d2ccfbef54","99e542b6-1231-430b-96a5-0c612edcba57"
"Assets/Resources","1710400","71766a14-77c0-413f-87a7-46b3f891e9be","99e542b6-1231-430b-96a5-0c612edcba57"
"Benefit Levels","1710500","83b68320-2875-4406-9c2c-89670630e4bb","99e542b6-1231-430b-96a5-0c612edcba57"
"Child Care","1710600","5814a770-bf79-45cc-b1da-b75b26234fc0","99e542b6-1231-430b-96a5-0c612edcba57"
"Child Exclusion/Family Cap","1710700","4a091e4f-ac39-4328-a1aa-bcbd16721917","99e542b6-1231-430b-96a5-0c612edcba57"
"Child Only Cases","1710800","5be18c72-2a52-405b-a1f2-35b21a04410a","99e542b6-1231-430b-96a5-0c612edcba57"
"Child Support","1380100","923c9823-ba72-4cc0-bd2d-d3b6d33d046b","99e542b6-1231-430b-96a5-0c612edcba57"
"Diversion Programs","1711000","2cb2f00a-25bb-4651-ab16-3511f6185007","99e542b6-1231-430b-96a5-0c612edcba57"
"Due Process","1711100","07a5ae21-95bf-4997-b11e-c338f1bfe2e2","99e542b6-1231-430b-96a5-0c612edcba57"
"Electronic Benefits Transfer","1711300","705aa15b-c6b7-4980-9710-b87ce78c25a7","99e542b6-1231-430b-96a5-0c612edcba57"
"Eligibility","1711200","64827543-5249-419b-a0be-d153a5354a91","99e542b6-1231-430b-96a5-0c612edcba57"
"Emergency Assistance","1711400","55751bfb-bc7b-4d95-b9d2-5cf0beff5a1b","99e542b6-1231-430b-96a5-0c612edcba57"
"Essential Persons/Family Budget Unit","1711500","5e05d904-fc6a-4a37-b49e-4ff8ed4ab0ac","99e542b6-1231-430b-96a5-0c612edcba57"
"Fraud","1711600","6134c81f-8bea-46ae-9533-edb758cd3036","99e542b6-1231-430b-96a5-0c612edcba57"
"Immigrant Eligibility","1711201","b3af118a-da75-41d6-bce2-fae8c837376d","99e542b6-1231-430b-96a5-0c612edcba57"
"Income","1711800","be497045-e059-42b9-9dff-c6bddc11db0d","99e542b6-1231-430b-96a5-0c612edcba57"
"Available Income","1711801","71977c66-166c-4f4a-ae9c-7ce1e01d87c9","be497045-e059-42b9-9dff-c6bddc11db0d"
"Income Disregards","1711802","953ef3f1-9f9e-4043-a926-c43c74018d0d","be497045-e059-42b9-9dff-c6bddc11db0d"
"Other Income","1711899","afbc4e5e-b341-47ae-88d0-170c924fb909","be497045-e059-42b9-9dff-c6bddc11db0d"
"Job Search","1711900","a2988cbb-d6a7-4ef1-8533-86883c6a3dd7","99e542b6-1231-430b-96a5-0c612edcba57"
"Lump Sum Payments","1712000","e0524e1d-8fcd-412c-9f45-4169e4f9a2a6","99e542b6-1231-430b-96a5-0c612edcba57"
"Other TANF","1710099","0b163354-a2b6-4f61-a43b-a2a79f3c3c38","99e542b6-1231-430b-96a5-0c612edcba57"
"Overpayments/Recoupment","1712100","afe3e86c-679e-4e14-ba58-afa144d74f19","99e542b6-1231-430b-96a5-0c612edcba57"
"Residency Requirements","1712200","8b44e0bf-a689-42ec-b54c-7b36981bac15","99e542b6-1231-430b-96a5-0c612edcba57"
"Sanctions","1712300","2068b58c-8b3a-44d9-a7a9-66c5bdf77411","99e542b6-1231-430b-96a5-0c612edcba57"
"Shelter Allowance","1712400","94f20f47-08fb-4684-91ea-cdfa1bec0a29","99e542b6-1231-430b-96a5-0c612edcba57"
"Standard of Need","1712500","322f973d-6cc2-415c-a31e-ad9553732ad1","99e542b6-1231-430b-96a5-0c612edcba57"
"State TANF Implementation","1713300","c43f1169-a6bf-4dd8-92c7-b5ac1ce78fa1","99e542b6-1231-430b-96a5-0c612edcba57"
"Supportive Services","1712600","5029f71d-aa56-4a1d-a0d4-8613fefa3907","99e542b6-1231-430b-96a5-0c612edcba57"
"TANF Child Care Protection","1710600","07228cd7-5980-429d-be62-692b5de65546","99e542b6-1231-430b-96a5-0c612edcba57"
"Teen Parents","1390200","fe7311c1-b323-47cf-9c70-9e6249b8248d","99e542b6-1231-430b-96a5-0c612edcba57"
"Termination of Benefits","1712800","379c1cdf-465c-493c-884f-cbb8cdfae61d","99e542b6-1231-430b-96a5-0c612edcba57"
"Time Limits","1712900","9197757f-a002-4a73-a525-79049e4e0fb9","99e542b6-1231-430b-96a5-0c612edcba57"
"Underpayment","1713000","254a322b-55b8-41aa-9cf9-0df4a9869963","99e542b6-1231-430b-96a5-0c612edcba57"
"Work Requirements","1713200","65238e1e-9c09-4cad-8176-e436579accd7","99e542b6-1231-430b-96a5-0c612edcba57"
"And Domestic Violence","1713202","9ba83312-a0d7-4715-baf0-c31bd55a817d","65238e1e-9c09-4cad-8176-e436579accd7"
"Assessments/Individual Responsibility Plans","1713201","cc21709d-67c0-422b-98a0-a9450b4b228c","65238e1e-9c09-4cad-8176-e436579accd7"
"Education","1713203","b5808fd1-c2a3-460f-9d52-90f6f1bd0af2","65238e1e-9c09-4cad-8176-e436579accd7"
"Other Work Requirements","1713299","21dee037-6aa5-473c-b40e-0a4593119c28","65238e1e-9c09-4cad-8176-e436579accd7"
"Training","3290000","7adf0da0-eee7-4061-bad4-06ef7c7c88cb",""
"Vocational Training","1713205","a400cb4a-54bc-40d7-b4a7-35b4568ab7ac","65238e1e-9c09-4cad-8176-e436579accd7"
"Workfare","1713206","1a60f47d-ffbf-47c0-960f-e018dcc5db25","65238e1e-9c09-4cad-8176-e436579accd7"
"Worker Protections","1713100","f14900c7-ac37-4409-a9b6-dc747d635562","99e542b6-1231-430b-96a5-0c612edcba57"
"Taxation","1990100","eb9b482d-d996-4587-8e4a-725fd4410c75",""
"Business Taxes","1990150","f7e61dbd-2adb-4dfe-837b-6cf69362ce5c","eb9b482d-d996-4587-8e4a-725fd4410c75"
"Earned Income Tax Credit","1291300","4cab7525-77a0-429a-87c6-661ea70a113f","eb9b482d-d996-4587-8e4a-725fd4410c75"
"Income Taxes","1291200","b23d849f-7167-444c-8aec-790a277602cd","eb9b482d-d996-4587-8e4a-725fd4410c75"
"Other Taxation","1990199","95cd05f3-cb56-4398-8560-f2a5143a1730","eb9b482d-d996-4587-8e4a-725fd4410c75"
"Property Taxes","1620500","d0517999-7636-4f2a-b931-82e33786f7a1","eb9b482d-d996-4587-8e4a-725fd4410c75"
"Sales Taxes","1991000","373f6cd0-7aaa-4710-b096-91c59a1f2614","eb9b482d-d996-4587-8e4a-725fd4410c75"
"Evaluation","3143300","45a283c9-da55-47e9-89a3-ab55b26cdee4","b719a5ec-deb7-4d45-a722-607c8cfc7a85"
"Advocate Websites","3143320","04d239b0-92a0-483f-ab3d-ba3ca432e638","45a283c9-da55-47e9-89a3-ab55b26cdee4"
